id,block_code,sequence,layout,interior_m2,outdoor_m2,floor_level,price_amount,price_currency,price_confidence,sale_status,data_quality,is_modelled,source_url
AZW-B04-0022,B04,22,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0023,B04,23,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0024,B04,24,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0025,B04,25,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0026,B04,26,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0027,B04,27,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0028,B04,28,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0029,B04,29,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0030,B04,30,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0031,B04,31,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0032,B04,32,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0033,B04,33,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0034,B04,34,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0035,B04,35,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0036,B04,36,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0037,B04,37,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0038,B04,38,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0039,B04,39,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0040,B04,40,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0041,B04,41,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0042,B04,42,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0043,B04,43,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0044,B04,44,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0045,B04,45,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0046,B04,46,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0047,B04,47,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0048,B04,48,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0049,B04,49,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0050,B04,50,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0051,B04,51,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0052,B04,52,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0053,B04,53,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0054,B04,54,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0055,B04,55,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0056,B04,56,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0057,B04,57,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0058,B04,58,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0059,B04,59,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0060,B04,60,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0061,B04,61,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0062,B04,62,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0063,B04,63,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0064,B04,64,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0065,B04,65,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0066,B04,66,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0067,B04,67,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0068,B04,68,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0069,B04,69,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0070,B04,70,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0071,B04,71,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0072,B04,72,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0073,B04,73,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0074,B04,74,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0075,B04,75,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0076,B04,76,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0077,B04,77,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0078,B04,78,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0079,B04,79,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0080,B04,80,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0081,B04,81,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0082,B04,82,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0083,B04,83,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0084,B04,84,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0085,B04,85,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0086,B04,86,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0087,B04,87,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0088,B04,88,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0089,B04,89,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B04-0090,B04,90,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B04-0091,B04,91,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B04-0092,B04,92,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0093,B04,93,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B04-0094,B04,94,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0001,B05,1,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0002,B05,2,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0003,B05,3,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0004,B05,4,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0005,B05,5,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0006,B05,6,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0007,B05,7,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0008,B05,8,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0009,B05,9,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0010,B05,10,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0011,B05,11,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0012,B05,12,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0013,B05,13,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0014,B05,14,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0015,B05,15,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0016,B05,16,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0017,B05,17,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0018,B05,18,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0019,B05,19,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0020,B05,20,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0021,B05,21,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0022,B05,22,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0023,B05,23,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0024,B05,24,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0025,B05,25,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0026,B05,26,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0027,B05,27,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0028,B05,28,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0029,B05,29,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0030,B05,30,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0031,B05,31,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0032,B05,32,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0033,B05,33,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0034,B05,34,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0035,B05,35,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0036,B05,36,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0037,B05,37,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0038,B05,38,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0039,B05,39,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0040,B05,40,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0041,B05,41,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0042,B05,42,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0043,B05,43,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0044,B05,44,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0045,B05,45,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0046,B05,46,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0047,B05,47,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0048,B05,48,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0049,B05,49,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0050,B05,50,3+1,183.0,,1,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0051,B05,51,1+1,85.0,,2,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0052,B05,52,2+1,129.0,,3,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0053,B05,53,4+1,313.0,,4,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0054,B05,54,5+1,361.0,,5,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0055,B05,55,3+1,183.0,,0,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0056,B05,56,1+1,85.0,,1,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0057,B05,57,2+1,129.0,,2,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0058,B05,58,4+1,313.0,,3,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0059,B05,59,5+1,361.0,,4,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0060,B05,60,3+1,183.0,,5,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0061,B05,61,1+1,85.0,,0,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0062,B05,62,2+1,129.0,,1,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0063,B05,63,4+1,313.0,,2,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0064,B05,64,5+1,361.0,,3,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0065,B05,65,3+1,183.0,,4,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0066,B05,66,1+1,85.0,,5,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0067,B05,67,2+1,129.0,,0,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0068,B05,68,4+1,313.0,,1,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0069,B05,69,5+1,361.0,,2,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0070,B05,70,3+1,183.0,,3,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0071,B05,71,1+1,85.0,,4,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0072,B05,72,2+1,129.0,,5,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0073,B05,73,4+1,313.0,,0,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0074,B05,74,5+1,361.0,,1,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0075,B05,75,3+1,183.0,,2,574000,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-apartamenty-3-1-xl-v-komplekse-azura-world-tyurkler-alanya/
AZW-B05-0076,B05,76,1+1,85.0,,3,168500,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/prodaetsya-kvartira-1-1-v-komplekse-azura-world-oba-alanya/
AZW-B05-0077,B05,77,2+1,129.0,,4,281131,EUR,inferred,unknown,modelled,true,https://hasporealty.com/en/properties/kvartira-2-1-azura-world-tyurkler-alanya-3/
AZW-B05-0078,B05,78,4+1,313.0,,5,650000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
AZW-B05-0079,B05,79,5+1,361.0,,0,1200000,EUR,inferred,unknown,modelled,true,https://www.seaside-alanya.com/de/antalya-alanya/residence/azura-world-residence
